Name,Website,Aliases,Description,Related Disease 1,Related Disease 2,Related Disease 3,Related Disease 4,Related Disease 5
胸壁疼痛,https://jbk.39.net/zhengzhuang/xbtt/,,"胸壁疼痛(chestwallpain)又称肌肉骨骼疼痛(musculoskeletalpain)。
特色
● 疼痛的地方只集中一点，病人能明确地指出来。
● 疼痛时间不长，每次通常只维持一、两秒，有机会复发。
● 病人深呼吸、咳嗽、打...",复发性多发性软骨炎伴发的葡萄膜炎,复发性多软骨炎性,梅毒性骨软骨炎,胸壁软组织肿瘤,流感
髌骨疼痛,https://jbk.39.net/zhengzhuang/bgtt/,,髌骨股骨疼痛症候群初期在行走、上下楼梯、蹲下站起时膝盖会出现疼痛的现象，严重时会有行走间突然膝盖无法出力，甚至站不稳的情形。,髌股关节疼痛,习惯性髌骨脱位,复发性髌骨脱位,,
呼吸衰竭,https://jbk.39.net/zhengzhuang/hxsj/,(呼衰),呼吸衰竭是由于各种原因引起的肺通气或换气功能严重障碍，以致不能进行有效的气体交换，导致缺氧伴（或不伴）二氧化碳潴留，从而引起一系列生理功能和代谢紊乱的临床综合征。呼吸衰竭是呼吸生理研究的重要部分，...,肺衰,急性细支气管炎,卡氏肺孢子虫肺炎,伴齿状突骨折的寰枢椎前脱位,卡氏肺囊虫病
手指麻痛,https://jbk.39.net/zhengzhuang/szmt/,,手指的感觉神经是由颈段脊髓分出的神经根分布到手和手指上的，当某些部位的神经发生损伤、炎症、肿瘤、受压等引起感觉异常时，就会出现手指麻痛。,尺神经损伤,末梢神经炎,肋锁综合征,老年人代谢性碱中毒,现代病
疖肿,https://jbk.39.net/zhengzhuang/jz1/,,疖肿是毛囊被细菌感染后形成的较大块的红色肿物。疖肿多发生在人体受压的部位，如颈部领圈处或臀部。,隐球菌病,疮疡,外耳道疖肿,弥漫性外耳道炎,外阴疖肿
胎盘老化,https://jbk.39.net/zhengzhuang/tplh/,,简介：胎盘老化就是胎盘成熟度，是指胎盘的老化程度，成熟程度越低说明胎盘的功能越好，能为宝宝提供的营养也越多。,胎儿宫内窘迫,胎儿窘迫,,,
血管性水肿,https://jbk.39.net/zhengzhuang/xgxsz/,(巨大荨麻疹),血管性水肿(angioedema)又称巨大荨麻疹，是一种发生于皮下疏松组织或黏膜的局限性水肿，可分为获得性和遗传性两种类型。,接触性荨麻疹,赤白游风,荨麻疹和血管性水肿,物理性变应性,外阴血吸虫病
一过性脑缺血,https://jbk.39.net/zhengzhuang/ygxnqx/,,一过性脑缺血发作症状与脑血栓形成相似，却不严重，一般不超过24小时完全恢复，也不留有后遗症，有人把它称为小中风。它的真正含义为脑的某一区域暂时性血液循环障碍(血液供应暂时中断或显著减少)致使发生一种历...,颈动脉硬化,冠状动脉粥样硬化性心脏病,心脏肿瘤,烟雾病,短暂性大脑缺血性发作
冬天脚冷,https://jbk.39.net/zhengzhuang/dtjl/,,"一般的来说贫血和肠胃病患者，营养缺乏者或甲状腺功能减退引起全身或者局部血液循环不良者，或者肢体末梢血液循环障碍，都会导致手脚冰凉。特别是女性经期孕期和产期，由于体虚，更容易引起手足冰凉。
在医...",,,,,
反酸,https://jbk.39.net/zhengzhuang/fs2/,(反流),反酸是指胃内容物经食管反流达口咽部，口腔感觉到出现酸性物质，它与十二指肠内容物经胃、食管反流达口咽部，口腔感觉到出现苦味物质，统称为反流。 反酸所致的症状和危害可有①烧心;②食管痛;③吞咽痛;④吞咽困...,慢性浅表性胃炎,幽门螺杆菌感染,结核病,糖尿病性胃轻瘫,十二指肠溃疡
精子稀少,https://jbk.39.net/zhengzhuang/jzxs/,,少精症是精液中精子的数量低于正常健康有生育能力的男子。现在认为精子数目每毫升少于2000万为少精症。但临床上常伴有精子活率低，前向运动能力差以及精子畸形率高等改变，此时称之为弱精症，少精症是一种较常见...,血清抗精子抗体阳性之不孕症,肾精亏虚,少精症,不射精症,血色病
慢性胃痛,https://jbk.39.net/zhengzhuang/mxwt/,,胃痛是临床上常见的一个症状，多见急慢性胃炎，胃、十二指肠溃疡病，胃神经宫能症。也见于胃粘膜脱垂、胃下垂、胰腺炎、胆囊炎及胆石症等病。 急性胃痛就是发病急，变化快，病情重。病人感觉胃部剧痛，同是伴随...,萎缩性胃炎,慢性胃炎,,,
发绀,https://jbk.39.net/zhengzhuang/fg/,,"是指血液中还原血红蛋白增多使皮肤和粘膜呈青紫色改变的一种表现,也可称为紫绀。",心脏病,血痹,神经炎,肠杆菌肺炎,闭塞性血栓性脉管炎
心脏增大,https://jbk.39.net/zhengzhuang/xzzd/,,心脏增大力器质性心脏病的重要体征之一，可由心脏扩张及（或）心脏肥厚所致。临床上单纯的心脏扩张或肥厚较少见，多数病例中二者常同时存在。，乙脏增大可为单个心室或心房的增大，也可为局限性或普遍性增大。,淀粉样变,药物性心肌病,肢端肥大症性心肌病,甲状旁腺功能亢进性心肌病,血色病性心肌病
小儿咳嗽,https://jbk.39.net/zhengzhuang/xeks/,,小儿咳嗽是一种症状，是一种保护性反射动作，通过咳嗽把异物、刺激性气体、呼吸道内分泌物等刺激呼吸道粘膜的物质清理出来，咳嗽同时往往伴有咯痰。小儿咳嗽可由多种疾病引起，需要仔细辨别。,小儿急性喉气管支气管炎,小儿急性气管支气管炎,嵌杯样病毒胃肠炎,婴儿玫瑰疹,小儿急性喉炎
吞咽痛,https://jbk.39.net/zhengzhuang/tyt/,,咽部炎症的表现，初起时咽部干燥，灼热，继而疼痛，吞咽时尤其明显。,淋菌性咽炎,咽炎,食管肿瘤,食管炎,念珠菌病
便血且血与粪便混...,https://jbk.39.net/zhengzhuang/bxqxyfbhh/,,便血是指消化道出血，血液由肛门排出体外。排出的血可呈鲜红色、暗红色或黑色。如果是肠道内部的问题，会看到血和大便混在一起。常见于肠出血和肠癌,血厥,脏毒便血,大肠癌,结肠癌,直肠癌
肋骨痛,https://jbk.39.net/zhengzhuang/lgt/,,肋骨所对应的背部胸椎有有轻微移位，造成肋神经受卡或粘连，就会有痛。 在痛的点上有肌肉损伤产生无菌炎站刺激肋神经造成痛 。,肝咳,肋软骨炎,老年人多发性骨髓瘤,纤维化综合征,多发性骨髓瘤
茎突过长,https://jbk.39.net/zhengzhuang/jtgz/,,茎突过长又称茎突综合征，以往认为是一罕见病。茎突综合征是因茎突过长或其方位、形态异常刺激邻近血管神经而引起的咽部异物感、咽痛或反射性耳痛、头颈部痛和涎腺增多等症状的总称。常见于成年人。起病缓慢，病...,慢性舌扁桃体炎,茎突综合征,,,
脑水肿,https://jbk.39.net/zhengzhuang/nsz/,,当循流于脑室的脑脊髓液因通路被出血阻碍无法顺流，以至液压使得脑于膨胀，压迫到脑部，而引起脑部功能障碍(结果亦即智能不足)，即称为脑水肿。,心源性休克,自由生活阿米巴感染,化学烧伤,外伤后脑膨出,创伤性窒息
人工流产术后出血,https://jbk.39.net/zhengzhuang/rglcshcx/,,人工流产手术后阴道出血量多于月经量或似月经量，或量少淋漓不净2周以上者，称为“人工流产术后出血”。可由于胎盘部分残留、子宫收缩不佳或感染引起。另外有子宫肌瘤、子宫内膜异位症或肝肾功能异常，凝血机制...,人流后妇科病,,,,
脓性分泌物,https://jbk.39.net/zhengzhuang/nxfmw/,,脓性分泌物的产生一般是由于细菌的感染，导致局部组织发炎、发脓，形成一定的脓包，同时脓液从损伤组织处流出，形成一定的分泌物。脓性分泌物一般黄色，可粘稠，也可较稀，多见于生殖系统的炎症。,急性浅表性包皮龟头炎,女性急性淋病,男性急性淋病,上颌窦炎,慢性颌下腺炎
肾盂积水,https://jbk.39.net/zhengzhuang/syjs/,,肾盂积水是指尿液在肾内淤积，肾盂肾盏潴留的尿液超过正常容量时，称为肾积水(hydronephrosis)。当肾积水容量超过1000ml，或在小儿超过其24小时尿量时称为巨大肾积水。肾积水多由上尿路梗阻性疾病所致，常见原因为先天性...,原发性淋巴瘤,腹膜肿瘤,慢性淋巴细胞白血病,胰腺真性囊肿,真菌性尿路感染
肛周囊肿,https://jbk.39.net/zhengzhuang/gznz/,,"肛周囊肿多由肛腺感染经外括约肌皮下部向外扩散而成.常位于肛门或侧方皮下部,一般不大.重要症状为肛周持续跳动性疼痛,行动不便,坐卧不安,全身感染性症状不明显.病变出明显红肿,有硬结和压痛,脓肿形成可有波动感,穿...",肛管损伤,坐骨直肠窝脓肿,肛周湿疹,肛周脓肿,肛门瘙痒症
耳内闭塞感,https://jbk.39.net/zhengzhuang/enbsg/,,耳内闭塞感，是指耳朵像被一团棉花堵住，听力下降。耳鸣、听力减退、耳内闭塞感是鼻咽癌的常见症状，鼻咽癌发生在鼻咽侧壁，侧窝或咽鼓管开口上唇时，肿瘤压迫咽鼓管可发生单侧性耳鸣或听力下降，还可发生卡他性...,中耳炎,鼻咽癌,慢性化脓性中耳炎,,
月经血块过多,https://jbk.39.net/zhengzhuang/yjxkgd/,,月经血块过多症是指月经中混有许多凝结血块。,行经泄泻,经行发热,经行流涎,经行尿感,经行头痛
间歇性胃痛,https://jbk.39.net/zhengzhuang/jxxwt/,,胃痛是指仅见于胃肠道与胃液接触部位的慢性溃疡，又称溃疡病，中医称“胃痛”、“心痛”、“胃脘痛”范畴。间歇性胃痛就是胃痛呈间歇性，没有一定的规律。,慢性胃炎,胃病,,,
心肌缺血,https://jbk.39.net/zhengzhuang/xjqx/,,心肌缺血，是指心脏的血液灌注减少，导致心脏的供氧减少，心肌能量代谢不正常，不能支持心脏正常工作的一种病理状态。冠状动脉粥样硬化导致的冠脉狭窄或闭塞是引起心肌缺血最主要、最常见的病因，进而导致心肌缺...,人流综合症,老年人心房纤颤,,,
健忘,https://jbk.39.net/zhengzhuang/jw/,,健忘是指记忆力差、遇事易忘的症状。多因心脾亏损，年老精气不足，或瘀痰阻痹等所致。常见于神劳、脑萎、头部内伤、中毒等脑系为主的疾病之中。,肝阳上亢,心肾不交,心阴虚,心血虚,肾精亏虚
咽喉干燥及灼热感,https://jbk.39.net/zhengzhuang/yhgzjzrg/,,咽喉干燥及灼热感常见于咽喉炎，包括急性咽喉炎及慢性咽喉炎。急性咽喉炎成年患者以咽部症状为主，病初咽部有干痒，灼热，渐有疼痛，吞咽时加重，唾液增多，咽侧索受累则有明显的耳痛。体弱成人或小儿，则全...,喉喑,心咳,咽炎,咽角化症,喉痈
肺火,https://jbk.39.net/zhengzhuang/fh/,,肺火盛者，易咳嗽。 “上火”是中医学专用名词。如果出现咽喉干痛、两眼红赤、鼻腔热烘、口干舌痛以及烂嘴角、流鼻血、牙痛等症状，中医就认为是“上火”。,阴虚火旺,肺地丝菌病,,,
停经,https://jbk.39.net/zhengzhuang/tj/,,闭经是指月经停止至少6个月。闭经可分为两大类：一类是生理性闭经。即妇女因某种生理原因而出现一定时期的月经不来潮，如妊娠期、哺乳期、绝经后等;另一类是病理性闭经，是指因某些病理性原因而使月经不来潮，可...,异位妊娠,结核病,颅咽管瘤,腹腔妊娠,持续性输卵管妊娠
脓包,https://jbk.39.net/zhengzhuang/nb/,,皮肤软组织感染化脓后，在表皮形成的一个肿包，内含脓液。可出现在人或畜身上。,有头疽,痈,小儿脓窠疮,小儿头疖,脓窠疮
便血鲜红,https://jbk.39.net/zhengzhuang/bxxh/,,便血鲜红即下消化道出血(hemorrhage of lower digestive tract(hematochezia))，表现为血液由肛门排出，或者血液与粪便一同排出，血色多呈鲜红或暗红。屈氏韧带以下的消化道(包括空、回肠，结肠与直肠)称下消化道。,肠风,结肠炎,肠炎,大肠血管瘤,大肠脂肪瘤
颈部酸痛,https://jbk.39.net/zhengzhuang/jbst1/,,颈部肌肉韧带是我们酸痛的来源，姿势不正确及长时间肌肉韧带力道不够，使我们必须时常变换姿势，当压到神经，易造成不适感，而姿势的不正确，更易造成骨刺的产生，而我们的肌肉组织亦经不起长时间的压与磨。,项痹,颈椎半椎体畸形,颈椎先天融合畸形,颈型颈椎病,下颈椎不稳症
大小便失禁,https://jbk.39.net/zhengzhuang/dxbsj/,,大便失禁：当病人的肛门括约肌失去了控制能力时，排便就不再受意志支配，会在毫无知觉的情况下排便。 小便失禁：尿液失去意志控制不自由地流出即为尿失禁。,椎管狭窄症,椎间盘突出症,肾气不固,强直性脊柱炎性巩膜炎,胸椎后纵韧带骨化症
肌腱断裂,https://jbk.39.net/zhengzhuang/jjdl/,,"肌腱：每一块骨骼肌都分成肌腹和肌腱两部分,肌腹由肌纤维构成,色红质软,有收缩能力,肌腱由致密结缔组织构成,色白较硬,没有收缩能力。肌腱把骨骼肌附着于骨骼。长肌的肌腱多呈圆索状,阔肌的肌腱阔而薄,呈膜状,又叫腱...",股四头肌肌腱断裂,肌腱炎和腱鞘炎,尺骨鹰嘴骨折,伸指肌腱损伤,手部肌腱损伤
迷走神经兴奋,https://jbk.39.net/zhengzhuang/mzsjxf/,,迷走神经为第10对脑神经，是脑神经中最长，分布最广的一对，含有感觉、运动和副交感神经纤维。迷走神经支配呼吸、消化两个系统的绝大部分器官，如心脏等器官的感觉、运动以及腺体的分泌。因此，迷走神经损伤可收...,主动脉夹层,,,,
神经性胃痛,https://jbk.39.net/zhengzhuang/sjxwt/,,"有的人当承受较大的精神压力时，胃酸会大量分泌，呈现出胃酸过多状态，引起烧心,打隔,胃痛等症状。另外，胃的工作是受植物神经支配的，当人的精神压力过大时，植物神经系统失去平衡，胃就不能正常工作(分泌胃酸，...",胃癌,,,,
耳廓痛,https://jbk.39.net/zhengzhuang/ekt/,,耳部感觉神经很丰富，而且和邻近器官的神经也有联系，所以耳痛除了是耳本身疾病的症状之外，也可能为邻近器官的疾病发生的反射性耳痛。,复发性多软骨炎,耳廓软骨膜炎,,,
热痰口臭,https://jbk.39.net/zhengzhuang/rtkc/,,热痰口臭：多由热痰犯肺或热痰郁久化脓化腐引起。其证除口臭外，每兼咳吐痰浊或脓血，胸痛短气等。,痰浊眩晕,痰浊头痛,痰厥,痰积,痰火
肝阴虚,https://jbk.39.net/zhengzhuang/gyx/,,肝阴虚是中医术语，为临床常见证候之一，可出现于多种疾病中。又称肝阴不足。指阴液亏损，肝失濡润，阴不制阳，虚热内扰，以头晕、目涩、胁痛、烦热等为主要表现的虚热证候。又名肝虚热证。,蓐劳,,,,
眼疲劳,https://jbk.39.net/zhengzhuang/ypl/,,眼疲劳是一种眼科常见病，它所引起的眼干、眼涩、眼酸胀，视物模糊甚至视力下降直接影响着人的工作与生活。眼疲劳主要是由于人们平时全神贯注看电脑屏幕时，眼睛眨眼次数减少，造成眼泪分泌相应减少，同时闪烁荧...,斜视,赤丝虬脉,原发性青少年型青光眼,原发性婴幼儿型青光眼,穿透性角膜移植术所致青光眼
肾盏结石,https://jbk.39.net/zhengzhuang/szjs/,,肾盏中形成的固体块状物。结石主要见于胆囊及膀胱、肾盂中，也可见于胰导管、唾腺导管等的腔中，可造成管腔梗阻，影响受累器官液体的排出，产生疼痛、出血或感染等症状。结石由无机盐或有机物组成。结石中正...,肾结石,肾积水,,,
